,nuclei_area,DAPI_Y,DAPI_X,nuclei_eccentricity,slide_scene,cells
NP033B_scene1_cell1,506,675.7391304347826,1814.2134387351773,0.5342943772302164,NP033B_scene1,1
NP033B_scene1_cell2,132,1256.219696969697,4153.795454545455,0.3802804496513084,NP033B_scene1,2
NP033B_scene1_cell3,134,1402.7313432835822,4903.111940298509,0.8574861215194636,NP033B_scene1,3
NP033B_scene1_cell4,133,1407.548872180451,4632.624060150376,0.7711036300849475,NP033B_scene1,4
NP033B_scene1_cell5,902,1407.4756097560974,5120.3115299334795,0.9556159139495974,NP033B_scene1,5
NP033B_scene1_cell6,104,1410.6634615384617,4587.788461538462,0.5885515158777552,NP033B_scene1,6
NP033B_scene1_cell7,88,1416.75,4537.829545454545,0.3943493452165728,NP033B_scene1,7
NP033B_scene1_cell8,168,1421.7619047619046,4651.226190476191,0.23827403936023445,NP033B_scene1,8
NP033B_scene1_cell9,20,1421.25,4674.75,0.879925958513727,NP033B_scene1,9
NP033B_scene1_cell10,404,1421.7153465346537,4634.784653465346,0.7294431635738583,NP033B_scene1,10
NP033B_scene1_cell11,94,1423.606382978723,4553.436170212766,0.8697504912198584,NP033B_scene1,11
NP033B_scene1_cell12,213,1425.1079812206574,4578.849765258216,0.9032534185240528,NP033B_scene1,12
NP033B_scene1_cell13,301,1427.4252491694351,4609.707641196013,0.7126566277464847,NP033B_scene1,13
NP033B_scene1_cell15,363,1440.0413223140495,4541.00826446281,0.8580116462212306,NP033B_scene1,15
NP033B_scene1_cell17,129,1444.2868217054267,4668.759689922481,0.7148464803974277,NP033B_scene1,17
NP033B_scene1_cell18,176,1447.0852272727273,4402.4375,0.674058936303965,NP033B_scene1,18
NP033B_scene1_cell20,251,1452.231075697211,4351.0,0.7863628143086802,NP033B_scene1,20
NP033B_scene1_cell21,391,1452.7468030690536,4137.580562659847,0.4587599261976154,NP033B_scene1,21
NP033B_scene1_cell22,190,1452.8105263157895,4466.521052631579,0.6359937954623617,NP033B_scene1,22
NP033B_scene1_cell27,254,1468.2637795275589,4357.248031496063,0.90961897750183,NP033B_scene1,27
NP033B_scene1_cell29,206,1472.509708737864,4307.189320388349,0.6429556142213774,NP033B_scene1,29
NP033B_scene1_cell31,396,1475.7373737373734,4659.962121212121,0.7652133456176533,NP033B_scene1,31
NP033B_scene1_cell32,217,1478.327188940092,4289.548387096775,0.8965204842957977,NP033B_scene1,32
NP033B_scene1_cell37,175,1498.4057142857143,4883.874285714286,0.7992140725446994,NP033B_scene1,37
NP033B_scene1_cell41,136,1504.963235294117,2087.3235294117653,0.25288345593110423,NP033B_scene1,41
NP033B_scene1_cell42,561,1507.3048128342245,4210.8752228163985,0.5519425157156324,NP033B_scene1,42
NP033B_scene1_cell45,61,1554.5573770491806,4105.245901639344,0.8451108975358412,NP033B_scene1,45
NP033B_scene1_cell49,129,1570.937984496124,4212.798449612403,0.5199621020748734,NP033B_scene1,49
NP033B_scene1_cell50,452,1569.0951327433634,3951.9424778761054,0.6302885413018523,NP033B_scene1,50
NP033B_scene1_cell53,513,1578.385964912281,4416.844054580897,0.8382263305040863,NP033B_scene1,53
NP033B_scene1_cell54,247,1580.1659919028339,4236.242914979757,0.4277421801899231,NP033B_scene1,54
NP033B_scene1_cell55,141,1589.0,3973.4468085106373,0.4441665584973237,NP033B_scene1,55
NP033B_scene1_cell57,549,1632.9052823315121,4090.8670309653917,0.6731060755037843,NP033B_scene1,57
NP033B_scene1_cell58,137,1640.3503649635034,3943.4890510948894,0.5844396441028334,NP033B_scene1,58
NP033B_scene1_cell59,144,1637.6527777777774,3978.923611111111,0.4521638384994401,NP033B_scene1,59
NP033B_scene1_cell60,103,1639.8349514563104,4035.368932038835,0.29684397947117563,NP033B_scene1,60
NP033B_scene1_cell61,649,1641.4191063174114,4467.1540832049295,0.5605780174939402,NP033B_scene1,61
NP033B_scene1_cell62,323,1646.2229102167182,4154.696594427244,0.9135734630462128,NP033B_scene1,62
NP033B_scene1_cell64,92,1658.4673913043478,4120.630434782609,0.6433619914232473,NP033B_scene1,64
NP033B_scene1_cell65,187,1666.48128342246,4168.9304812834225,0.6361202820014813,NP033B_scene1,65
NP033B_scene1_cell67,104,1681.1730769230774,2486.576923076923,0.7489480360005759,NP033B_scene1,67
NP033B_scene1_cell68,202,1686.7376237623762,4101.846534653465,0.7639202572100413,NP033B_scene1,68
NP033B_scene1_cell69,212,1689.4150943396226,3708.1886792452833,0.8886618554623195,NP033B_scene1,69
NP033B_scene1_cell70,353,1694.1161473087818,3725.1529745042494,0.6429827476789488,NP033B_scene1,70
NP033B_scene1_cell71,73,1698.7534246575342,3977.986301369863,0.44408097354738185,NP033B_scene1,71
