,nuclei_area,DAPI_Y,DAPI_X,nuclei_eccentricity,slide_scene,cells
Her2b-SD51_scene01_cell4616,182,7511.8351648351645,5932.571428571428,0.8370809827637239,Her2b-SD51_scene01,4616
Her2b-SD51_scene02_cell1615,396,1444.9772727272727,5509.6616161616175,0.5981199371477942,Her2b-SD51_scene02,1615
Her2b-SD51_scene02_cell1693,83,1473.4457831325306,5520.180722891566,0.8336733664676097,Her2b-SD51_scene02,1693
Her2b-SD51_scene02_cell1813,1593,1506.472693032015,5577.6710608914,0.7296817657929184,Her2b-SD51_scene02,1813
Her2b-SD51_scene02_cell1833,365,1512.1561643835614,5629.761643835616,0.8473111696191388,Her2b-SD51_scene02,1833
Her2b-SD51_scene02_cell1916,164,1537.0243902439026,5640.0,0.8792741712363443,Her2b-SD51_scene02,1916
Her2b-SD51_scene02_cell1940,398,1546.3165829145728,5675.339195979897,0.6905157191735016,Her2b-SD51_scene02,1940
Her2b-SD51_scene02_cell2125,184,1599.3641304347825,5722.722826086957,0.8264519480422281,Her2b-SD51_scene02,2125
Her2b-SD51_scene02_cell2219,216,1631.291666666667,5680.305555555556,0.5920881961536381,Her2b-SD51_scene02,2219
Her2b-SD51_scene02_cell2312,665,1658.3473684210526,5684.281203007518,0.7036603662396462,Her2b-SD51_scene02,2312
Her2b-SD51_scene02_cell2426,599,1694.2520868113522,5701.534223706177,0.7126309516610044,Her2b-SD51_scene02,2426
Her2b-SD51_scene02_cell2451,587,1702.2725724020443,5738.013628620102,0.9088037413850104,Her2b-SD51_scene02,2451
Her2b-SD51_scene02_cell2524,213,1721.1220657276997,5756.530516431925,0.8799200817346245,Her2b-SD51_scene02,2524
Her2b-SD51_scene02_cell2652,129,1755.7054263565894,5760.263565891473,0.5673685059046443,Her2b-SD51_scene02,2652
Her2b-SD51_scene02_cell2737,304,1778.302631578947,5757.483552631579,0.7639356365776893,Her2b-SD51_scene02,2737
Her2b-SD51_scene02_cell2857,100,1808.08,5883.9,0.6717415176381039,Her2b-SD51_scene02,2857
Her2b-SD51_scene02_cell2942,490,1827.0632653061225,7455.051020408163,0.864684415810586,Her2b-SD51_scene02,2942
Her2b-SD51_scene02_cell3011,796,1844.9447236180906,5861.407035175879,0.7248128560604539,Her2b-SD51_scene02,3011
Her2b-SD51_scene02_cell3061,345,1859.272463768116,5878.7884057971005,0.8597374641322519,Her2b-SD51_scene02,3061
Her2b-SD51_scene02_cell3259,771,1903.7665369649808,5872.543450064851,0.7083722192379008,Her2b-SD51_scene02,3259
Her2b-SD51_scene02_cell3449,94,1952.5319148936167,5937.180851063829,0.6100984786465128,Her2b-SD51_scene02,3449
Her2b-SD51_scene02_cell3583,713,1987.2089761570828,5940.300140252452,0.5948127742075362,Her2b-SD51_scene02,3583
Her2b-SD51_scene02_cell4748,361,2233.628808864266,7443.853185595568,0.4101185815143165,Her2b-SD51_scene02,4748
Her2b-SD51_scene02_cell7325,123,2794.682926829268,7452.991869918697,0.5383662267161808,Her2b-SD51_scene02,7325
Her2b-SD51_scene02_cell10141,1043,3316.063279002876,7267.191754554171,0.9531030069675752,Her2b-SD51_scene02,10141
Her2b-SD51_scene02_cell11369,811,3559.926017262639,6197.337854500616,0.6645556181897261,Her2b-SD51_scene02,11369
Her2b-SD51_scene02_cell11779,471,3650.675159235669,6189.220806794056,0.7497852341285749,Her2b-SD51_scene02,11779
Her2b-SD51_scene02_cell11813,509,3659.911591355599,6819.481335952849,0.501215944220086,Her2b-SD51_scene02,11813
Her2b-SD51_scene02_cell11980,672,3694.857142857143,6185.873511904762,0.8396480011634565,Her2b-SD51_scene02,11980
Her2b-SD51_scene02_cell12017,368,3700.970108695652,6164.483695652174,0.49555106554975703,Her2b-SD51_scene02,12017
Her2b-SD51_scene02_cell12133,389,3724.6992287917737,6166.766066838046,0.8744145187539615,Her2b-SD51_scene02,12133
Her2b-SD51_scene02_cell12326,1023,3768.283479960901,6154.273704789834,0.7917422039785436,Her2b-SD51_scene02,12326
