,nuclei_area,DAPI_Y,DAPI_X,nuclei_eccentricity,slide_scene
NP030B_scene2_cell1,169,445.29585798816566,3404.816568047337,0.3453126285251827,NP030B_scene2
NP030B_scene2_cell2,238,610.1974789915968,4149.806722689074,0.7526699436125814,NP030B_scene2
NP030B_scene2_cell3,244,625.8196721311475,4160.7827868852455,0.636895718846339,NP030B_scene2
NP030B_scene2_cell4,86,636.1279069767443,4145.63953488372,0.824654215310909,NP030B_scene2
NP030B_scene2_cell5,198,638.6868686868687,4087.1414141414148,0.7434491532285614,NP030B_scene2
NP030B_scene2_cell6,221,655.2488687782807,4085.339366515837,0.5093461546002473,NP030B_scene2
NP030B_scene2_cell7,143,655.986013986014,4101.2307692307695,0.7475280894596381,NP030B_scene2
NP030B_scene2_cell8,236,661.6525423728814,4308.682203389831,0.6175414075906643,NP030B_scene2
NP030B_scene2_cell9,376,667.6196808510638,4131.6010638297885,0.6842944454315424,NP030B_scene2
NP030B_scene2_cell10,493,698.4665314401622,4284.464503042595,0.7754029713963629,NP030B_scene2
NP030B_scene2_cell11,116,722.0689655172414,4120.370689655172,0.7161759876457652,NP030B_scene2
NP030B_scene2_cell12,392,724.4591836734694,4255.594387755102,0.723562582867582,NP030B_scene2
NP030B_scene2_cell13,210,733.7047619047618,4580.538095238096,0.8345707424024296,NP030B_scene2
NP030B_scene2_cell14,349,739.1232091690546,4125.848137535817,0.7177819765183415,NP030B_scene2
NP030B_scene2_cell15,180,764.2555555555556,4553.333333333333,0.5811921469994151,NP030B_scene2
NP030B_scene2_cell16,245,769.5959183673468,3999.4285714285716,0.9061290234285664,NP030B_scene2
NP030B_scene2_cell17,354,789.1610169491527,3937.1949152542375,0.8101333521633107,NP030B_scene2
NP030B_scene2_cell18,393,791.8269720101781,3898.997455470738,0.7918794403178463,NP030B_scene2
NP030B_scene2_cell19,222,790.6396396396398,4868.319819819821,0.7991125779525453,NP030B_scene2
NP030B_scene2_cell20,287,791.9094076655052,4508.700348432057,0.3886850638610521,NP030B_scene2
NP030B_scene2_cell21,157,807.2356687898088,4916.216560509554,0.6595952513461352,NP030B_scene2
NP030B_scene2_cell22,170,811.2058823529413,4846.841176470588,0.6747316914577158,NP030B_scene2
NP030B_scene2_cell23,116,820.8103448275862,4829.948275862069,0.7533912673842923,NP030B_scene2
NP030B_scene2_cell24,76,822.486842105263,4144.368421052632,0.4304955607260347,NP030B_scene2
NP030B_scene2_cell25,375,825.832,4857.232,0.7201063731123075,NP030B_scene2
NP030B_scene2_cell26,128,833.0859375,4649.9296875,0.4169888755921497,NP030B_scene2
NP030B_scene2_cell27,277,833.9783393501805,5009.1046931407955,0.5804113421808568,NP030B_scene2
NP030B_scene2_cell28,440,840.4545454545455,4331.025,0.929875849215274,NP030B_scene2
NP030B_scene2_cell29,408,843.1666666666665,4965.96568627451,0.8692615163701305,NP030B_scene2
NP030B_scene2_cell30,213,847.7840375586853,4824.1220657277,0.7189130622872683,NP030B_scene2
NP030B_scene2_cell31,245,861.0040816326532,4831.061224489797,0.5931612186940539,NP030B_scene2
NP030B_scene2_cell32,525,860.9580952380952,4992.864761904762,0.7822849532799313,NP030B_scene2
NP030B_scene2_cell33,123,864.0975609756098,3892.9512195121947,0.9075502014019666,NP030B_scene2
NP030B_scene2_cell34,310,865.241935483871,4083.1129032258063,0.8212791456122699,NP030B_scene2
NP030B_scene2_cell35,335,868.1701492537312,4968.486567164179,0.8807626908304458,NP030B_scene2
NP030B_scene2_cell36,322,873.7484472049689,4871.503105590063,0.9107545636792737,NP030B_scene2
NP030B_scene2_cell37,451,875.6674057649667,4352.110864745011,0.7201014625222671,NP030B_scene2
NP030B_scene2_cell38,301,895.5946843853819,4947.235880398671,0.6125812046971125,NP030B_scene2
NP030B_scene2_cell39,517,901.1779497098646,4979.704061895552,0.7968716650719799,NP030B_scene2
NP030B_scene2_cell40,467,906.6488222698073,4369.379014989293,0.7649077483959259,NP030B_scene2
NP030B_scene2_cell41,285,916.0982456140351,4449.19298245614,0.6734661618820081,NP030B_scene2
NP030B_scene2_cell42,161,916.3478260869563,5056.167701863354,0.8184580767626879,NP030B_scene2
NP030B_scene2_cell43,187,931.3636363636364,3826.732620320856,0.6264456429395197,NP030B_scene2
NP030B_scene2_cell44,253,938.6719367588933,4075.7905138339916,0.9537078269341479,NP030B_scene2
NP030B_scene2_cell45,130,952.4692307692308,4837.492307692308,0.8584313307018837,NP030B_scene2
NP030B_scene2_cell46,375,953.9893333333333,5081.642666666667,0.4823104279526956,NP030B_scene2
NP030B_scene2_cell47,121,962.809917355372,5048.388429752066,0.7986788156762926,NP030B_scene2
NP030B_scene2_cell48,392,980.4770408163264,5093.3290816326535,0.8500000831344857,NP030B_scene2
NP030B_scene2_cell49,209,987.3923444976076,4011.947368421053,0.9305774387020752,NP030B_scene2
NP030B_scene2_cell50,220,990.3545454545456,5038.195454545455,0.5991782962746786,NP030B_scene2
NP030B_scene2_cell51,335,991.2328358208957,5107.223880597015,0.8142361124989386,NP030B_scene2
NP030B_scene2_cell52,95,998.4526315789475,3787.3684210526317,0.5600619777203906,NP030B_scene2
NP030B_scene2_cell53,194,1038.6185567010311,5022.798969072165,0.495974130418365,NP030B_scene2
NP030B_scene2_cell54,51,1041.0980392156862,5057.176470588235,0.7088648298405026,NP030B_scene2
NP030B_scene2_cell55,285,1043.5824561403508,5172.3859649122805,0.7710976746140512,NP030B_scene2
NP030B_scene2_cell56,176,1043.9261363636363,4667.965909090909,0.5696226982735128,NP030B_scene2
NP030B_scene2_cell57,174,1046.3505747126435,4695.816091954023,0.961575940530016,NP030B_scene2
NP030B_scene2_cell58,72,1062.3194444444443,4615.444444444444,0.8178772696566403,NP030B_scene2
NP030B_scene2_cell59,153,1061.0915032679738,5155.372549019608,0.7898158284634841,NP030B_scene2
NP030B_scene2_cell60,100,1064.1,4634.25,0.8477469368939771,NP030B_scene2
NP030B_scene2_cell61,181,1073.5690607734807,4643.408839779006,0.9202530103335766,NP030B_scene2
NP030B_scene2_cell62,268,1076.8358208955224,5149.746268656716,0.9365126038210541,NP030B_scene2
NP030B_scene2_cell63,30,1074.3,5233.1,0.7405380663294263,NP030B_scene2
NP030B_scene2_cell64,343,1080.7434402332362,3953.731778425656,0.8276155360784817,NP030B_scene2
NP030B_scene2_cell65,125,1096.728,4474.944,0.8176864242020718,NP030B_scene2
NP030B_scene2_cell66,278,1098.4568345323742,3749.7338129496397,0.322699822787529,NP030B_scene2
NP030B_scene2_cell67,374,1103.24064171123,4249.344919786096,0.8426584422615674,NP030B_scene2
NP030B_scene2_cell68,181,1116.4198895027625,4195.259668508287,0.8196146623447947,NP030B_scene2
NP030B_scene2_cell69,446,1113.8363228699552,5012.910313901345,0.9184355991532271,NP030B_scene2
NP030B_scene2_cell70,427,1127.1662763466045,4209.173302107728,0.9390956010100536,NP030B_scene2
NP030B_scene2_cell71,342,1131.093567251462,3715.134502923977,0.7801946662842937,NP030B_scene2
NP030B_scene2_cell72,160,1140.49375,4993.36875,0.7970247844815613,NP030B_scene2
NP030B_scene2_cell73,96,1156.25,3855.979166666666,0.7005178119579646,NP030B_scene2
NP030B_scene2_cell74,284,1156.7570422535214,3714.676056338028,0.653461019978522,NP030B_scene2
NP030B_scene2_cell75,93,1175.8817204301076,4085.3978494623657,0.7950863172822423,NP030B_scene2
NP030B_scene2_cell76,450,1179.7133333333334,5710.94,0.8921448159627869,NP030B_scene2
NP030B_scene2_cell77,43,1191.3953488372092,4713.813953488372,0.5641211135351276,NP030B_scene2
NP030B_scene2_cell78,566,1199.2173144876324,5279.418727915195,0.8723489191329599,NP030B_scene2
NP030B_scene2_cell79,386,1202.917098445596,4512.746113989638,0.9182336472620036,NP030B_scene2
NP030B_scene2_cell80,148,1206.2567567567567,3676.945945945946,0.7043837244993686,NP030B_scene2
NP030B_scene2_cell81,250,1210.752,4720.516,0.21315816505495935,NP030B_scene2
NP030B_scene2_cell82,1154,1219.890814558059,5715.4965337954945,0.7218329463253554,NP030B_scene2
NP030B_scene2_cell83,878,1224.1879271070616,5658.585421412301,0.8234850830283017,NP030B_scene2
NP030B_scene2_cell84,202,1230.9653465346535,5115.247524752475,0.7806108509912768,NP030B_scene2
NP030B_scene2_cell85,244,1239.6844262295085,3713.4877049180327,0.7355460643924174,NP030B_scene2
NP030B_scene2_cell86,307,1241.6319218241042,3696.6970684039093,0.5585367035364363,NP030B_scene2
NP030B_scene2_cell87,260,1243.2461538461541,5753.784615384616,0.22003022961146565,NP030B_scene2
NP030B_scene2_cell88,544,1245.5386029411764,5733.275735294117,0.5617542972321634,NP030B_scene2
NP030B_scene2_cell89,267,1247.9775280898875,4917.194756554307,0.7312634473672555,NP030B_scene2
NP030B_scene2_cell90,419,1258.6563245823388,5778.007159904535,0.9652779023301548,NP030B_scene2
NP030B_scene2_cell91,205,1254.5170731707315,5099.819512195122,0.9445215634738879,NP030B_scene2
NP030B_scene2_cell92,226,1254.7345132743362,3663.0265486725657,0.8042870221585008,NP030B_scene2
NP030B_scene2_cell93,177,1255.6158192090395,4607.045197740113,0.9582521403317872,NP030B_scene2
NP030B_scene2_cell94,381,1258.8635170603675,5651.031496062992,0.29083372120115003,NP030B_scene2
NP030B_scene2_cell95,152,1260.0723684210527,5268.3223684210525,0.6275795694703153,NP030B_scene2
NP030B_scene2_cell96,158,1261.386075949367,3518.8987341772154,0.8849580805382185,NP030B_scene2
NP030B_scene2_cell97,462,1264.3354978354978,3580.8809523809527,0.7849980659629985,NP030B_scene2
NP030B_scene2_cell98,79,1263.772151898734,3715.06329113924,0.8963903419930008,NP030B_scene2
NP030B_scene2_cell99,448,1260.517857142857,5406.792410714285,0.938687443145266,NP030B_scene2
NP030B_scene2_cell100,707,1265.3041018387553,5708.735502121641,0.8373994189388397,NP030B_scene2
NP030B_scene2_cell101,360,1266.3777777777775,5030.538888888889,0.95991804611016,NP030B_scene2
NP030B_scene2_cell102,166,1267.5240963855424,4667.0,0.7485443867569579,NP030B_scene2
NP030B_scene2_cell103,65,1272.569230769231,5659.33846153846,0.6411908407228724,NP030B_scene2
NP030B_scene2_cell104,522,1275.8850574712644,4701.051724137931,0.6853630203133559,NP030B_scene2
