,nuclei_area,DAPI_Y,DAPI_X,nuclei_eccentricity,slide_scene,cells
HER2B-K169_scene01_cell1,98,1746.091836734694,4220.469387755102,0.7525113567591333,HER2B-K169_scene01,1
HER2B-K169_scene01_cell2,677,1757.870014771049,4332.688330871491,0.6011410156180444,HER2B-K169_scene01,2
HER2B-K169_scene01_cell3,286,1756.951048951049,4544.479020979021,0.5678584058452234,HER2B-K169_scene01,3
HER2B-K169_scene01_cell4,611,1761.6235679214403,4624.098199672668,0.7958618325950322,HER2B-K169_scene01,4
HER2B-K169_scene01_cell5,264,1773.9772727272727,4057.806818181818,0.8326651541237615,HER2B-K169_scene01,5
HER2B-K169_scene01_cell6,760,1770.2618421052634,4378.260526315789,0.4368404548765305,HER2B-K169_scene01,6
HER2B-K169_scene01_cell7,795,1774.0817610062893,4281.801257861635,0.5043470791949093,HER2B-K169_scene01,7
HER2B-K169_scene01_cell8,573,1779.4520069808027,4594.5427574171035,0.7656533345735494,HER2B-K169_scene01,8
HER2B-K169_scene01_cell9,869,1779.3659378596087,4211.578826237054,0.7158552427294478,HER2B-K169_scene01,9
HER2B-K169_scene01_cell10,152,1781.901315789474,3940.309210526316,0.6804049416717123,HER2B-K169_scene01,10
HER2B-K169_scene01_cell11,798,1788.5814536340854,4237.745614035088,0.8580405019707777,HER2B-K169_scene01,11
HER2B-K169_scene01_cell12,1290,1790.149612403101,4329.97984496124,0.8554737324954719,HER2B-K169_scene01,12
HER2B-K169_scene01_cell13,760,1793.1342105263159,4052.563157894737,0.6876882132883112,HER2B-K169_scene01,13
HER2B-K169_scene01_cell14,239,1795.8535564853555,3784.041841004184,0.7804863776220538,HER2B-K169_scene01,14
HER2B-K169_scene01_cell16,264,1803.5984848484848,4510.477272727273,0.7017913865080938,HER2B-K169_scene01,16
HER2B-K169_scene01_cell17,348,1805.6810344827584,4660.114942528736,0.5943581092013592,HER2B-K169_scene01,17
HER2B-K169_scene01_cell18,190,1811.463157894737,3766.805263157895,0.8506261943605739,HER2B-K169_scene01,18
HER2B-K169_scene01_cell19,281,1815.0782918149466,4449.007117437723,0.8078647706898799,HER2B-K169_scene01,19
HER2B-K169_scene01_cell20,101,1820.7128712871286,3701.574257425743,0.9477196412760492,HER2B-K169_scene01,20
HER2B-K169_scene01_cell21,1916,1820.2854906054279,4402.4780793319405,0.5804019477381566,HER2B-K169_scene01,21
HER2B-K169_scene01_cell22,445,1821.78202247191,3903.674157303371,0.9193559194806784,HER2B-K169_scene01,22
HER2B-K169_scene01_cell26,1093,1832.4739249771274,4488.093321134492,0.8428606826696946,HER2B-K169_scene01,26
HER2B-K169_scene01_cell27,271,1834.317343173432,4968.1771217712185,0.6704888108036124,HER2B-K169_scene01,27
HER2B-K169_scene01_cell29,530,1837.8245283018869,4705.2169811320755,0.7632409899953538,HER2B-K169_scene01,29
HER2B-K169_scene01_cell31,303,1838.5478547854784,4805.059405940594,0.8161341749366706,HER2B-K169_scene01,31
HER2B-K169_scene01_cell34,216,1845.2962962962963,3693.6851851851848,0.6037237361978052,HER2B-K169_scene01,34
HER2B-K169_scene01_cell36,313,1846.5207667731631,4929.811501597445,0.6495086327190916,HER2B-K169_scene01,36
HER2B-K169_scene01_cell37,28,1850.2857142857144,4855.642857142857,0.9379962490929304,HER2B-K169_scene01,37
HER2B-K169_scene01_cell38,131,1847.0458015267166,5004.114503816794,0.4773131371026028,HER2B-K169_scene01,38
HER2B-K169_scene01_cell39,443,1850.2889390519185,4987.89164785553,0.8992574056706893,HER2B-K169_scene01,39
HER2B-K169_scene01_cell41,191,1854.3089005235602,4945.774869109948,0.5134964796840921,HER2B-K169_scene01,41
HER2B-K169_scene01_cell45,165,1870.3515151515148,3628.2242424242413,0.4829848245752486,HER2B-K169_scene01,45
HER2B-K169_scene01_cell48,3234,1874.7442795299933,3825.7529375386516,0.8144752706265597,HER2B-K169_scene01,48
HER2B-K169_scene01_cell52,95,1881.7684210526315,5033.442105263158,0.8388513004505687,HER2B-K169_scene01,52
HER2B-K169_scene01_cell53,262,1883.1068702290079,3596.1297709923665,0.3785517815676309,HER2B-K169_scene01,53
HER2B-K169_scene01_cell54,257,1884.8715953307394,4729.175097276266,0.8702744474619616,HER2B-K169_scene01,54
HER2B-K169_scene01_cell59,739,1890.3937753721245,4906.645466847092,0.4611920147080964,HER2B-K169_scene01,59
HER2B-K169_scene01_cell66,252,1909.0436507936508,5006.198412698413,0.6008208222570655,HER2B-K169_scene01,66
HER2B-K169_scene01_cell70,674,1920.5341246290802,4803.029673590505,0.5888791383107709,HER2B-K169_scene01,70
HER2B-K169_scene01_cell71,1232,1920.4707792207791,4845.949675324675,0.5584877952243883,HER2B-K169_scene01,71
HER2B-K169_scene01_cell76,993,1925.1802618328293,4959.89023162135,0.4978087480115353,HER2B-K169_scene01,76
HER2B-K169_scene01_cell82,283,1945.975265017668,5241.915194346289,0.9413379200686972,HER2B-K169_scene01,82
HER2B-K169_scene01_cell90,689,1958.0595065312045,5055.7053701015975,0.7478342252538496,HER2B-K169_scene01,90
HER2B-K169_scene01_cell94,1700,1963.2994117647056,4744.6,0.8634370843996804,HER2B-K169_scene01,94
HER2B-K169_scene01_cell95,1576,1963.7328680203045,5089.803934010152,0.5673928195597018,HER2B-K169_scene01,95
HER2B-K169_scene01_cell96,313,1969.0766773162936,3300.1789137380188,0.3701949101950631,HER2B-K169_scene01,96
HER2B-K169_scene01_cell100,1867,1966.8746652383504,4777.686663095876,0.81593237123596,HER2B-K169_scene01,100
HER2B-K169_scene01_cell101,377,1973.7877984084878,5312.368700265252,0.7881780782459398,HER2B-K169_scene01,101
HER2B-K169_scene01_cell116,595,1999.7226890756306,5267.021848739496,0.2534021389447347,HER2B-K169_scene01,116
HER2B-K169_scene01_cell125,1018,2016.1267190569745,4987.912573673871,0.5110994928200276,HER2B-K169_scene01,125
HER2B-K169_scene01_cell129,1128,2023.284574468085,4924.567375886525,0.7254733200090875,HER2B-K169_scene01,129
HER2B-K169_scene01_cell133,621,2027.1916264090173,3108.098228663446,0.8764135496745591,HER2B-K169_scene01,133
HER2B-K169_scene01_cell135,273,2029.677655677656,3280.260073260073,0.8400096576845272,HER2B-K169_scene01,135
HER2B-K169_scene01_cell138,876,2033.4440639269405,5415.1563926940635,0.7301855835072277,HER2B-K169_scene01,138
HER2B-K169_scene01_cell143,671,2045.542473919523,5340.691505216097,0.8062990162826185,HER2B-K169_scene01,143
HER2B-K169_scene01_cell144,383,2046.9895561357705,3257.1697127937337,0.8690119566288776,HER2B-K169_scene01,144
HER2B-K169_scene01_cell152,161,2054.217391304348,5448.472049689441,0.8383706996707596,HER2B-K169_scene01,152
HER2B-K169_scene01_cell158,810,2070.3617283950616,5419.612345679012,0.6427110702147615,HER2B-K169_scene01,158
HER2B-K169_scene01_cell160,276,2073.2028985507245,5466.735507246377,0.6733728922592842,HER2B-K169_scene01,160
HER2B-K169_scene01_cell163,901,2078.644839067703,5351.7946725860165,0.7166421314226294,HER2B-K169_scene01,163
HER2B-K169_scene01_cell166,81,2084.9753086419755,3248.5679012345677,0.9371602882004428,HER2B-K169_scene01,166
HER2B-K169_scene01_cell186,245,2117.775510204081,5494.983673469388,0.4887587991870177,HER2B-K169_scene01,186
HER2B-K169_scene01_cell187,136,2118.705882352941,3194.5882352941176,0.6338669569752741,HER2B-K169_scene01,187
HER2B-K169_scene01_cell192,1307,2128.4835501147672,5316.198163733741,0.6779707669419867,HER2B-K169_scene01,192
HER2B-K169_scene01_cell204,858,2145.8869463869464,5505.194638694637,0.8941599932225628,HER2B-K169_scene01,204
HER2B-K169_scene01_cell206,121,2151.826446280992,2967.7355371900826,0.6560445756069377,HER2B-K169_scene01,206
HER2B-K169_scene01_cell211,363,2156.4793388429753,3024.0578512396696,0.7134310143314421,HER2B-K169_scene01,211
HER2B-K169_scene01_cell215,482,2163.238589211618,3060.309128630705,0.7489133948486059,HER2B-K169_scene01,215
HER2B-K169_scene01_cell221,287,2167.1672473867598,2974.020905923345,0.539705449595299,HER2B-K169_scene01,221
HER2B-K169_scene01_cell222,381,2173.3070866141734,3159.5590551181103,0.7591910595826125,HER2B-K169_scene01,222
HER2B-K169_scene01_cell225,855,2174.624561403509,5343.273684210526,0.6441923069814662,HER2B-K169_scene01,225
HER2B-K169_scene01_cell228,885,2178.437288135593,5507.8723163841805,0.7712311920745348,HER2B-K169_scene01,228
HER2B-K169_scene01_cell229,629,2179.6073131955486,3075.435612082671,0.6381178751728955,HER2B-K169_scene01,229
HER2B-K169_scene01_cell235,268,2184.9962686567164,3107.444029850745,0.5226157238151743,HER2B-K169_scene01,235
HER2B-K169_scene01_cell249,489,2201.0961145194274,5561.380368098159,0.9387763396098272,HER2B-K169_scene01,249
HER2B-K169_scene01_cell263,172,2224.5988372093025,5649.895348837211,0.7469776747900736,HER2B-K169_scene01,263
HER2B-K169_scene01_cell265,923,2225.006500541712,5529.535211267606,0.8151278604375866,HER2B-K169_scene01,265
HER2B-K169_scene01_cell268,194,2233.1701030927834,367.6855670103093,0.5540631726586285,HER2B-K169_scene01,268
HER2B-K169_scene01_cell274,388,2243.3814432989693,5399.943298969072,0.6377440602059303,HER2B-K169_scene01,274
HER2B-K169_scene01_cell278,303,2247.6138613861385,5744.003300330033,0.6238411328883317,HER2B-K169_scene01,278
HER2B-K169_scene01_cell280,279,2250.114695340502,2833.5842293906812,0.4837802266746447,HER2B-K169_scene01,280
HER2B-K169_scene01_cell281,407,2249.3832923832924,5358.61425061425,0.6168506639746687,HER2B-K169_scene01,281
HER2B-K169_scene01_cell301,71,2291.3098591549297,5493.521126760564,0.7939603223648917,HER2B-K169_scene01,301
HER2B-K169_scene01_cell302,248,2289.6008064516127,5797.552419354839,0.7911030989605334,HER2B-K169_scene01,302
HER2B-K169_scene01_cell314,1129,2303.514614703277,2787.428697962799,0.9302405620547072,HER2B-K169_scene01,314
HER2B-K169_scene01_cell371,896,2375.338169642857,5832.728794642857,0.7120637735154673,HER2B-K169_scene01,371
HER2B-K169_scene01_cell390,120,2393.125,2680.7833333333333,0.5575024598187621,HER2B-K169_scene01,390
HER2B-K169_scene01_cell407,1083,2412.439519852262,4268.289935364727,0.4916456524505995,HER2B-K169_scene01,407
HER2B-K169_scene01_cell439,215,2451.3488372093025,2630.8790697674413,0.5367364063433182,HER2B-K169_scene01,439
HER2B-K169_scene01_cell440,1354,2451.4320531757753,4181.855982274741,0.7426085164672146,HER2B-K169_scene01,440
HER2B-K169_scene01_cell446,1203,2456.192019950125,4333.628428927681,0.4431311545397391,HER2B-K169_scene01,446
HER2B-K169_scene01_cell464,942,2473.430997876858,5938.561571125266,0.7747173551678732,HER2B-K169_scene01,464
HER2B-K169_scene01_cell467,36,2479.944444444445,1458.9722222222226,0.6720442373160156,HER2B-K169_scene01,467
HER2B-K169_scene01_cell498,837,2516.127837514934,5909.426523297491,0.6007740646970379,HER2B-K169_scene01,498
HER2B-K169_scene01_cell508,805,2527.073291925466,5949.359006211179,0.5002515917312815,HER2B-K169_scene01,508
HER2B-K169_scene01_cell516,1033,2539.0968054211035,5793.453049370764,0.8554151528884526,HER2B-K169_scene01,516
HER2B-K169_scene01_cell525,366,2555.3278688524592,4355.161202185793,0.9397262804538976,HER2B-K169_scene01,525
HER2B-K169_scene01_cell528,546,2556.2673992673995,2612.615384615385,0.8333669730929778,HER2B-K169_scene01,528
HER2B-K169_scene01_cell533,987,2559.2259371833843,3609.493414387032,0.417995750147655,HER2B-K169_scene01,533
HER2B-K169_scene01_cell534,1312,2559.705792682927,4210.957317073171,0.5367836811518665,HER2B-K169_scene01,534
HER2B-K169_scene01_cell542,636,2569.561320754717,4255.690251572328,0.660415490671897,HER2B-K169_scene01,542
HER2B-K169_scene01_cell543,284,2571.510563380282,3693.242957746479,0.8649200127094063,HER2B-K169_scene01,543
HER2B-K169_scene01_cell547,228,2575.9780701754385,2552.1008771929824,0.3735793929763612,HER2B-K169_scene01,547
HER2B-K169_scene01_cell548,451,2575.1773835920176,3653.0133037694013,0.8160927715600212,HER2B-K169_scene01,548
HER2B-K169_scene01_cell551,395,2583.359493670886,4375.377215189874,0.8788484028710973,HER2B-K169_scene01,551
HER2B-K169_scene01_cell552,249,2588.4457831325303,2538.3534136546186,0.5001723194818012,HER2B-K169_scene01,552
HER2B-K169_scene01_cell557,1408,2593.5305397727275,3530.833806818182,0.5097857158773139,HER2B-K169_scene01,557
HER2B-K169_scene01_cell561,893,2597.3012318029114,5672.681970884661,0.5334398837700122,HER2B-K169_scene01,561
HER2B-K169_scene01_cell565,531,2603.0960451977403,4356.659133709981,0.8169125512992079,HER2B-K169_scene01,565
HER2B-K169_scene01_cell569,1271,2613.244689221085,4141.675845790716,0.7666155598957255,HER2B-K169_scene01,569
HER2B-K169_scene01_cell577,561,2622.342245989305,3654.675579322638,0.9374568635158104,HER2B-K169_scene01,577
HER2B-K169_scene01_cell589,897,2629.755852842809,4248.886287625418,0.8625914689344254,HER2B-K169_scene01,589
HER2B-K169_scene01_cell601,1374,2641.844978165939,3688.935225618632,0.4179001280007557,HER2B-K169_scene01,601
HER2B-K169_scene01_cell617,1114,2667.947037701975,4315.88868940754,0.5736342960267877,HER2B-K169_scene01,617
HER2B-K169_scene01_cell618,1294,2667.112828438949,5901.830757341577,0.7627775942607495,HER2B-K169_scene01,618
HER2B-K169_scene01_cell627,435,2675.287356321839,3540.4781609195397,0.8811068189263292,HER2B-K169_scene01,627
