1 , 53 , 12
2 , 173 , 5
3 , 464 , 18
4 , 506 , 9
5 , 712 , 6
6 , 694 , 12
7 , 976 , 15
8 , 959 , 27
9 , 153 , 38
10 , 382 , 28
11 , 71 , 36
12 , 530 , 36
13 , 904 , 38
14 , 413 , 48
15 , 332 , 47
16 , 662 , 48
17 , 468 , 51
18 , 881 , 59
19 , 439 , 77
20 , 246 , 74
21 , 918 , 75
22 , 166 , 85
23 , 377 , 85
24 , 969 , 73
25 , 16 , 82
26 , 491 , 83
27 , 593 , 81
28 , 1020 , 95
29 , 117 , 95
30 , 561 , 117
31 , 302 , 110
32 , 615 , 101
33 , 257 , 114
34 , 397 , 124
35 , 949 , 110
36 , 647 , 116
37 , 484 , 132
38 , 336 , 124
39 , 177 , 136
40 , 208 , 138
41 , 92 , 144
42 , 1019 , 139
43 , 280 , 138
44 , 929 , 148
45 , 448 , 149
46 , 243 , 150
47 , 551 , 160
48 , 523 , 160
49 , 297 , 173
50 , 988 , 169
51 , 370 , 160
52 , 330 , 178
53 , 27 , 165
54 , 950 , 173
55 , 100 , 180
56 , 598 , 167
57 , 481 , 177
58 , 870 , 190
59 , 907 , 177
60 , 651 , 187
61 , 525 , 204
62 , 591 , 199
63 , 189 , 202
64 , 566 , 201
65 , 35 , 207
66 , 135 , 204
67 , 636 , 216
68 , 906 , 216
69 , 363 , 227
70 , 423 , 222
71 , 467 , 227
72 , 1015 , 222
73 , 787 , 234
74 , 110 , 242
75 , 162 , 235
76 , 208 , 238
77 , 543 , 246
78 , 1014 , 237
79 , 9 , 241
80 , 909 , 248
81 , 437 , 253
82 , 288 , 256
83 , 579 , 261
84 , 383 , 260
85 , 996 , 256
86 , 45 , 270
87 , 109 , 286
88 , 545 , 286
89 , 497 , 288
90 , 348 , 290
91 , 796 , 292
92 , 839 , 284
93 , 894 , 289
94 , 630 , 294
95 , 392 , 302
96 , 828 , 325
97 , 1015 , 314
98 , 60 , 315
99 , 219 , 324
100 , 302 , 316
101 , 92 , 328
102 , 771 , 337
103 , 929 , 337
104 , 28 , 354
105 , 635 , 360
106 , 915 , 343
107 , 479 , 349
108 , 4 , 354
109 , 513 , 351
110 , 427 , 355
111 , 170 , 374
112 , 345 , 376
113 , 799 , 375
114 , 416 , 384
115 , 368 , 390
116 , 478 , 396
117 , 969 , 385
118 , 830 , 401
119 , 80 , 391
120 , 922 , 394
121 , 766 , 395
122 , 9 , 402
123 , 254 , 402
124 , 121 , 412
125 , 328 , 402
126 , 636 , 416
127 , 577 , 419
128 , 156 , 427
129 , 425 , 425
130 , 225 , 423
131 , 805 , 420
132 , 1007 , 431
133 , 683 , 439
134 , 946 , 426
135 , 199 , 445
136 , 890 , 433
137 , 349 , 446
138 , 862 , 449
139 , 624 , 455
140 , 563 , 453
141 , 988 , 464
142 , 305 , 472
143 , 911 , 463
144 , 1017 , 467
145 , 670 , 478
146 , 716 , 484
147 , 343 , 486
148 , 439 , 475
149 , 591 , 493
150 , 422 , 488
151 , 498 , 496
152 , 385 , 496
153 , 1007 , 504
154 , 549 , 502
155 , 23 , 503
156 , 655 , 515
157 , 65 , 525
158 , 693 , 526
159 , 183 , 526
160 , 608 , 519
161 , 19 , 516
162 , 482 , 531
163 , 729 , 540
164 , 271 , 546
165 , 645 , 549
166 , 673 , 559
167 , 350 , 559
168 , 180 , 569
169 , 705 , 572
170 , 746 , 578
171 , 795 , 569
172 , 437 , 589
173 , 304 , 587
174 , 474 , 592
175 , 92 , 587
176 , 230 , 590
177 , 342 , 592
178 , 132 , 596
179 , 168 , 595
180 , 780 , 607
181 , 270 , 605
182 , 194 , 607
183 , 685 , 612
184 , 333 , 626
185 , 394 , 628
186 , 93 , 627
187 , 583 , 637
188 , 619 , 638
189 , 141 , 628
190 , 520 , 641
191 , 814 , 645
192 , 684 , 646
193 , 780 , 644
194 , 81 , 661
195 , 557 , 664
196 , 605 , 670
197 , 160 , 675
198 , 455 , 679
199 , 254 , 672
200 , 696 , 683
201 , 195 , 696
202 , 640 , 690
203 , 420 , 687
204 , 740 , 703
205 , 968 , 700
206 , 117 , 708
207 , 675 , 715
208 , 251 , 706
209 , 535 , 710
210 , 336 , 716
211 , 460 , 712
212 , 820 , 717
213 , 304 , 718
214 , 1014 , 717
215 , 290 , 731
216 , 323 , 735
217 , 778 , 745
218 , 859 , 737
219 , 117 , 733
220 , 1003 , 741
221 , 144 , 744
222 , 910 , 745
223 , 700 , 746
224 , 747 , 758
225 , 358 , 746
226 , 526 , 753
227 , 218 , 750
228 , 599 , 752
229 , 800 , 770
230 , 969 , 773
231 , 857 , 765
232 , 173 , 776
233 , 144 , 779
234 , 309 , 771
235 , 659 , 783
236 , 562 , 788
237 , 888 , 780
238 , 395 , 782
239 , 257 , 791
240 , 913 , 789
241 , 943 , 785
242 , 191 , 806
243 , 764 , 802
244 , 219 , 812
245 , 455 , 819
246 , 405 , 805
247 , 829 , 813
248 , 941 , 814
249 , 493 , 813
250 , 671 , 820
251 , 383 , 819
252 , 631 , 812
253 , 787 , 821
254 , 533 , 822
255 , 580 , 826
256 , 977 , 829
257 , 866 , 840
258 , 317 , 838
