1 , 217 , 10
2 , 437 , 8
3 , 303 , 12
4 , 356 , 19
5 , 250 , 17
6 , 239 , 33
7 , 277 , 33
8 , 314 , 33
9 , 471 , 37
10 , 402 , 40
11 , 912 , 35
12 , 981 , 38
13 , 372 , 41
14 , 554 , 43
15 , 340 , 49
16 , 172 , 48
17 , 213 , 51
18 , 949 , 58
19 , 216 , 69
20 , 754 , 68
21 , 561 , 73
22 , 721 , 82
23 , 685 , 92
24 , 305 , 101
25 , 547 , 118
26 , 513 , 122
27 , 585 , 128
28 , 350 , 134
29 , 384 , 138
30 , 885 , 137
31 , 176 , 154
32 , 128 , 160
33 , 615 , 158
34 , 280 , 173
35 , 413 , 169
36 , 226 , 169
37 , 399 , 175
38 , 183 , 172
39 , 149 , 181
40 , 648 , 191
41 , 287 , 195
42 , 690 , 206
43 , 630 , 208
44 , 434 , 216
45 , 20 , 209
46 , 672 , 211
47 , 220 , 219
48 , 518 , 222
49 , 675 , 231
50 , 877 , 233
51 , 736 , 234
52 , 205 , 232
53 , 423 , 247
54 , 773 , 238
55 , 322 , 241
56 , 845 , 244
57 , 709 , 250
58 , 380 , 244
59 , 820 , 245
60 , 474 , 252
61 , 612 , 246
62 , 787 , 252
63 , 875 , 257
64 , 561 , 267
65 , 587 , 267
66 , 424 , 274
67 , 655 , 279
68 , 870 , 289
69 , 533 , 292
70 , 615 , 292
71 , 812 , 306
72 , 601 , 309
73 , 991 , 309
74 , 299 , 318
75 , 429 , 323
76 , 358 , 319
77 , 572 , 318
78 , 20 , 320
79 , 161 , 320
80 , 816 , 320
81 , 689 , 324
82 , 994 , 327
83 , 735 , 334
84 , 329 , 347
85 , 359 , 349
86 , 293 , 350
87 , 167 , 355
88 , 130 , 361
89 , 945 , 382
90 , 458 , 411
91 , 51 , 422
92 , 243 , 449
93 , 206 , 458
94 , 367 , 462
95 , 447 , 462
96 , 417 , 464
97 , 108 , 469
98 , 995 , 474
99 , 899 , 471
100 , 970 , 475
101 , 285 , 494
102 , 211 , 495
103 , 334 , 491
104 , 297 , 505
105 , 574 , 503
106 , 394 , 514
107 , 969 , 521
108 , 441 , 517
109 , 598 , 536
110 , 489 , 539
111 , 79 , 549
112 , 428 , 555
113 , 792 , 560
114 , 756 , 564
115 , 656 , 571
116 , 589 , 581
117 , 934 , 574
118 , 961 , 574
119 , 830 , 583
120 , 545 , 586
121 , 648 , 596
122 , 525 , 595
123 , 550 , 609
124 , 732 , 618
125 , 926 , 632
126 , 838 , 633
127 , 770 , 634
128 , 188 , 660
129 , 766 , 659
130 , 918 , 658
131 , 887 , 656
132 , 216 , 679
133 , 830 , 679
134 , 508 , 681
135 , 133 , 686
136 , 425 , 691
137 , 467 , 685
138 , 446 , 691
139 , 640 , 691
140 , 251 , 715
141 , 135 , 705
142 , 407 , 743
143 , 436 , 749
144 , 313 , 751
145 , 462 , 759
146 , 810 , 758
147 , 287 , 777
148 , 387 , 775
149 , 365 , 782
150 , 536 , 799
151 , 441 , 804
152 , 297 , 814
153 , 445 , 857
154 , 996 , 869
155 , 143 , 884
156 , 869 , 890
157 , 184 , 976
158 , 738 , 972
159 , 796 , 976
160 , 293 , 992
161 , 307 , 1002
162 , 656 , 1006
163 , 943 , 1008
164 , 762 , 1005
