1 , 2
2 , 10
3 , 2
4 , 2
5 , 6
6 , 4
7 , 2
8 , 1
9 , 0
10 , 1
11 , 0
12 , 0
13 , 0
14 , 2
15 , 7
16 , 2
17 , 0
18 , 0
19 , 1
20 , 1
21 , 4
22 , 3
23 , 6
24 , 7
25 , 1
26 , 2
27 , 4
28 , 1
29 , 2
30 , 22
31 , 3
32 , 0
33 , 8
34 , 14
35 , 0
36 , 7
37 , 0
38 , 1
39 , 0
40 , 6
41 , 0
42 , 2
43 , 1
44 , 12
45 , 9
46 , 5
47 , 3
48 , 0
49 , 2
50 , 0
51 , 0
52 , 7
53 , 0
54 , 9
55 , 1
56 , 0
57 , 1
58 , 0
59 , 0
60 , 2
61 , 0
62 , 0
63 , 20
64 , 1
65 , 0
66 , 2
67 , 0
68 , 4
69 , 6
70 , 10
71 , 0
72 , 0
73 , 35
74 , 2
75 , 2
76 , 1
77 , 0
78 , 0
79 , 0
80 , 12
81 , 1
82 , 0
83 , 7
84 , 0
85 , 0
86 , 0
87 , 0
88 , 0
89 , 9
90 , 1
91 , 0
92 , 9
93 , 0
94 , 0
95 , 3
96 , 0
97 , 0
98 , 1
99 , 0
100 , 0
101 , 3
102 , 1
103 , 12
104 , 1
105 , 0
106 , 20
107 , 1
108 , 0
109 , 0
110 , 0
111 , 0
112 , 0
113 , 0
114 , 9
115 , 1
116 , 0
117 , 2
118 , 1
119 , 0
120 , 1
121 , 4
122 , 3
123 , 4
124 , 0
125 , 9
126 , 3
127 , 1
128 , 1
129 , 0
130 , 0
131 , 14
132 , 4
133 , 0
134 , 1
135 , 3
136 , 5
137 , 0
138 , 0
139 , 0
140 , 0
141 , 0
142 , 15
143 , 0
144 , 0
145 , 5
146 , 3
147 , 9
148 , 12
149 , 4
150 , 6
151 , 1
152 , 11
153 , 9
154 , 3
155 , 0
156 , 7
157 , 0
158 , 2
159 , 0
160 , 2
161 , 8
162 , 5
163 , 4
164 , 1
165 , 4
166 , 0
167 , 0
168 , 3
169 , 1
170 , 1
171 , 2
172 , 0
173 , 4
174 , 11
175 , 0
176 , 17
177 , 4
178 , 0
179 , 3
180 , 4
181 , 1
182 , 1
183 , 5
184 , 2
185 , 2
186 , 7
187 , 0
188 , 3
189 , 4
190 , 0
191 , 2
192 , 0
193 , 0
194 , 2
195 , 0
196 , 1
197 , 0
198 , 0
199 , 6
200 , 1
201 , 1
202 , 0
203 , 6
204 , 0
205 , 0
206 , 13
207 , 7
208 , 0
209 , 0
210 , 0
211 , 4
212 , 3
213 , 4
214 , 3
215 , 0
216 , 0
217 , 0
218 , 1
219 , 4
220 , 0
221 , 2
222 , 3
223 , 0
224 , 5
