1 , 2
2 , 2
3 , 4
4 , 1
5 , 2
6 , 1
7 , 2
8 , 0
9 , 4
10 , 0
11 , 1
12 , 1
13 , 0
14 , 1
15 , 3
16 , 0
17 , 4
18 , 1
19 , 2
20 , 0
21 , 2
22 , 0
23 , 3
24 , 0
25 , 6
26 , 4
27 , 5
28 , 4
29 , 2
30 , 0
31 , 0
32 , 4
33 , 2
34 , 6
35 , 1
36 , 1
37 , 5
38 , 3
39 , 2
40 , 0
41 , 1
42 , 0
43 , 1
44 , 1
45 , 7
46 , 0
47 , 6
48 , 0
49 , 8
50 , 0
51 , 3
52 , 3
53 , 0
54 , 0
55 , 2
56 , 0
57 , 4
58 , 3
59 , 4
60 , 0
61 , 2
62 , 0
63 , 0
64 , 0
65 , 0
66 , 0
67 , 0
68 , 5
69 , 0
70 , 0
71 , 3
72 , 0
73 , 4
74 , 2
75 , 7
76 , 2
77 , 2
78 , 2
79 , 7
80 , 5
81 , 0
82 , 0
83 , 6
84 , 1
85 , 0
86 , 9
87 , 2
88 , 1
89 , 4
90 , 7
91 , 5
92 , 0
93 , 5
94 , 0
95 , 0
96 , 2
97 , 6
98 , 1
99 , 2
100 , 1
101 , 7
102 , 1
103 , 0
104 , 2
105 , 3
106 , 0
107 , 6
108 , 0
109 , 0
110 , 2
111 , 0
112 , 2
113 , 6
114 , 2
115 , 3
116 , 6
117 , 1
118 , 0
119 , 1
120 , 3
121 , 3
122 , 2
123 , 3
124 , 5
125 , 0
126 , 1
127 , 3
128 , 1
129 , 0
130 , 2
131 , 4
132 , 0
133 , 1
134 , 0
135 , 1
136 , 0
137 , 0
138 , 4
139 , 1
140 , 2
141 , 0
142 , 0
143 , 6
144 , 0
145 , 10
146 , 5
147 , 0
148 , 1
149 , 3
150 , 2
151 , 2
152 , 3
153 , 0
154 , 0
155 , 15
156 , 7
157 , 0
158 , 4
159 , 0
160 , 0
161 , 0
162 , 1
163 , 0
164 , 0
165 , 1
166 , 5
167 , 2
168 , 3
169 , 0
170 , 0
171 , 6
172 , 8
173 , 1
174 , 8
175 , 3
176 , 0
177 , 0
178 , 1
179 , 6
180 , 4
181 , 4
182 , 2
183 , 1
184 , 0
185 , 5
186 , 2
187 , 0
188 , 2
189 , 2
190 , 2
191 , 0
192 , 1
193 , 1
194 , 10
195 , 6
196 , 3
197 , 2
198 , 6
199 , 4
200 , 1
201 , 6
202 , 0
203 , 3
204 , 6
205 , 3
206 , 4
207 , 4
208 , 1
209 , 1
210 , 2
211 , 4
212 , 1
213 , 6
214 , 8
215 , 2
216 , 7
217 , 0
218 , 1
219 , 2
220 , 0
221 , 3
222 , 4
223 , 3
224 , 3
225 , 1
226 , 2
227 , 2
228 , 0
229 , 4
230 , 0
231 , 1
