1 , 0
2 , 0
3 , 0
4 , 0
5 , 0
6 , 3
7 , 0
8 , 0
9 , 2
10 , 1
11 , 0
12 , 0
13 , 0
14 , 4
15 , 1
16 , 3
17 , 0
18 , 0
19 , 0
20 , 4
21 , 5
22 , 1
23 , 5
24 , 2
25 , 2
26 , 8
27 , 0
28 , 5
29 , 3
30 , 0
31 , 0
32 , 3
33 , 1
34 , 1
35 , 0
36 , 1
37 , 1
38 , 0
39 , 1
40 , 1
41 , 2
42 , 5
43 , 14
44 , 0
45 , 0
46 , 1
47 , 0
48 , 1
49 , 1
50 , 5
51 , 2
52 , 5
53 , 0
54 , 9
55 , 7
56 , 0
57 , 3
58 , 10
59 , 0
60 , 0
61 , 1
62 , 0
63 , 0
64 , 0
65 , 0
66 , 0
67 , 0
68 , 1
69 , 0
70 , 1
71 , 1
72 , 0
73 , 0
74 , 0
75 , 0
76 , 0
77 , 0
78 , 4
79 , 1
80 , 0
