1 , 368 , 7
2 , 408 , 23
3 , 882 , 6
4 , 963 , 12
5 , 859 , 19
6 , 108 , 22
7 , 240 , 35
8 , 369 , 28
9 , 79 , 53
10 , 606 , 28
11 , 426 , 55
12 , 124 , 72
13 , 386 , 71
14 , 184 , 68
15 , 440 , 99
16 , 632 , 74
17 , 59 , 116
18 , 97 , 115
19 , 152 , 115
20 , 32 , 137
21 , 568 , 119
22 , 136 , 131
23 , 203 , 136
24 , 577 , 141
25 , 552 , 151
26 , 471 , 140
27 , 883 , 150
28 , 270 , 149
29 , 493 , 164
30 , 306 , 176
31 , 199 , 159
32 , 820 , 156
33 , 64 , 174
34 , 533 , 191
35 , 195 , 195
36 , 990 , 181
37 , 465 , 205
38 , 511 , 204
39 , 652 , 199
40 , 379 , 209
41 , 28 , 214
42 , 59 , 216
43 , 207 , 229
44 , 316 , 227
45 , 117 , 237
46 , 589 , 226
47 , 449 , 238
48 , 281 , 254
49 , 348 , 250
50 , 488 , 250
51 , 426 , 238
52 , 561 , 246
53 , 55 , 258
54 , 606 , 253
55 , 5 , 252
56 , 630 , 252
57 , 649 , 258
58 , 542 , 256
59 , 245 , 271
60 , 429 , 265
61 , 1015 , 268
62 , 18 , 276
63 , 312 , 290
64 , 865 , 276
65 , 620 , 284
66 , 724 , 278
67 , 206 , 280
68 , 970 , 284
69 , 190 , 288
70 , 354 , 291
71 , 460 , 303
72 , 643 , 293
73 , 147 , 303
74 , 73 , 311
75 , 382 , 312
76 , 27 , 313
77 , 351 , 314
78 , 536 , 316
79 , 641 , 316
80 , 793 , 324
81 , 504 , 343
82 , 436 , 326
83 , 593 , 345
84 , 163 , 335
85 , 694 , 353
86 , 872 , 339
87 , 12 , 351
88 , 40 , 345
89 , 256 , 348
90 , 325 , 344
91 , 662 , 370
92 , 989 , 347
93 , 427 , 366
94 , 384 , 372
95 , 632 , 382
96 , 262 , 388
97 , 884 , 374
98 , 747 , 381
99 , 493 , 392
100 , 857 , 382
101 , 459 , 389
102 , 8 , 386
103 , 319 , 407
104 , 625 , 408
105 , 701 , 414
106 , 591 , 405
107 , 806 , 411
108 , 373 , 414
109 , 565 , 410
110 , 132 , 432
111 , 277 , 432
112 , 500 , 431
113 , 30 , 438
114 , 1018 , 443
115 , 209 , 435
116 , 258 , 450
117 , 372 , 438
118 , 317 , 440
119 , 113 , 448
120 , 235 , 487
121 , 367 , 456
122 , 8 , 459
123 , 204 , 478
124 , 563 , 482
125 , 622 , 492
126 , 167 , 493
127 , 19 , 497
128 , 604 , 491
129 , 719 , 514
130 , 576 , 517
131 , 490 , 521
132 , 952 , 517
133 , 632 , 525
134 , 984 , 532
135 , 9 , 528
136 , 227 , 529
137 , 113 , 525
138 , 35 , 544
139 , 420 , 534
140 , 191 , 535
141 , 549 , 534
142 , 260 , 549
143 , 168 , 554
144 , 406 , 558
145 , 553 , 552
146 , 344 , 558
147 , 445 , 575
148 , 614 , 553
149 , 951 , 556
150 , 201 , 564
151 , 999 , 570
152 , 221 , 577
153 , 529 , 584
154 , 795 , 596
155 , 666 , 627
156 , 152 , 587
157 , 628 , 610
158 , 882 , 606
159 , 342 , 598
160 , 42 , 602
161 , 385 , 603
162 , 930 , 615
163 , 508 , 611
164 , 1000 , 618
165 , 275 , 628
166 , 224 , 635
167 , 460 , 632
168 , 849 , 647
169 , 420 , 636
170 , 65 , 638
171 , 14 , 644
172 , 406 , 644
173 , 627 , 654
174 , 102 , 659
175 , 885 , 664
176 , 137 , 673
177 , 349 , 656
178 , 195 , 668
179 , 544 , 669
180 , 271 , 678
181 , 659 , 685
182 , 165 , 702
183 , 329 , 696
184 , 207 , 701
185 , 551 , 700
186 , 850 , 713
187 , 525 , 715
188 , 135 , 731
189 , 328 , 725
190 , 610 , 726
191 , 61 , 736
192 , 595 , 751
193 , 886 , 752
194 , 611 , 745
195 , 984 , 750
196 , 318 , 759
197 , 796 , 767
198 , 124 , 789
199 , 397 , 764
200 , 22 , 773
201 , 350 , 787
202 , 234 , 771
203 , 88 , 769
204 , 668 , 793
205 , 994 , 775
206 , 627 , 775
207 , 820 , 783
208 , 700 , 779
209 , 945 , 788
210 , 174 , 801
211 , 249 , 798
212 , 42 , 814
213 , 627 , 801
214 , 597 , 810
215 , 778 , 810
216 , 279 , 802
217 , 1005 , 817
218 , 87 , 825
219 , 286 , 826
220 , 883 , 841
221 , 6 , 834
222 , 637 , 832
