1 , 0
2 , 3
3 , 0
4 , 0
5 , 0
6 , 3
7 , 3
8 , 5
9 , 4
10 , 2
11 , 3
12 , 1
13 , 3
14 , 5
15 , 5
16 , 0
17 , 1
18 , 1
19 , 25
20 , 0
21 , 11
22 , 2
23 , 0
24 , 1
25 , 1
26 , 1
27 , 0
28 , 2
29 , 6
30 , 0
31 , 1
32 , 3
33 , 1
34 , 1
35 , 2
36 , 4
37 , 2
38 , 2
39 , 1
40 , 2
41 , 2
42 , 1
43 , 5
44 , 5
45 , 3
46 , 16
47 , 5
48 , 1
49 , 4
50 , 1
51 , 1
52 , 4
53 , 3
54 , 3
55 , 2
56 , 6
57 , 2
58 , 9
59 , 1
60 , 0
61 , 4
62 , 2
63 , 1
64 , 0
65 , 1
66 , 5
67 , 0
68 , 2
69 , 4
70 , 9
71 , 1
72 , 6
73 , 1
74 , 3
75 , 6
76 , 2
77 , 2
78 , 1
79 , 1
80 , 4
81 , 1
82 , 4
83 , 4
84 , 4
85 , 2
86 , 4
87 , 0
88 , 1
89 , 0
90 , 0
91 , 3
92 , 0
93 , 2
94 , 5
95 , 2
96 , 1
97 , 3
98 , 3
99 , 3
100 , 5
101 , 2
102 , 6
103 , 0
104 , 3
105 , 5
106 , 0
107 , 6
108 , 8
109 , 6
110 , 0
111 , 2
112 , 1
113 , 0
114 , 1
115 , 0
116 , 1
117 , 0
118 , 5
119 , 1
120 , 8
121 , 4
122 , 1
123 , 1
124 , 6
125 , 8
126 , 3
127 , 1
128 , 1
129 , 7
130 , 1
131 , 0
132 , 7
133 , 1
134 , 0
135 , 2
136 , 0
137 , 4
138 , 5
139 , 2
140 , 3
141 , 2
142 , 2
143 , 4
144 , 2
145 , 0
146 , 1
147 , 6
148 , 0
149 , 0
150 , 4
151 , 7
152 , 2
153 , 8
154 , 3
155 , 3
156 , 2
157 , 1
158 , 22
159 , 4
160 , 2
161 , 2
162 , 0
163 , 6
164 , 3
165 , 0
166 , 9
167 , 3
168 , 1
169 , 11
170 , 1
171 , 2
172 , 4
173 , 1
174 , 4
175 , 1
176 , 9
177 , 10
178 , 1
179 , 5
180 , 8
181 , 9
182 , 5
183 , 4
184 , 2
185 , 2
186 , 5
187 , 2
188 , 15
189 , 4
190 , 3
191 , 5
192 , 4
193 , 4
194 , 6
195 , 2
196 , 0
197 , 0
198 , 2
199 , 7
200 , 3
201 , 6
202 , 2
203 , 0
204 , 5
205 , 8
206 , 0
207 , 1
208 , 4
209 , 1
210 , 3
211 , 3
212 , 6
213 , 2
214 , 1
215 , 6
216 , 1
217 , 0
218 , 3
219 , 19
220 , 1
221 , 0
222 , 5
223 , 5
224 , 0
225 , 0
226 , 0
227 , 4
228 , 9
229 , 16
230 , 5
231 , 13
232 , 13
233 , 8
234 , 0
235 , 10
236 , 1
237 , 5
238 , 1
239 , 11
240 , 4
241 , 1
242 , 14
243 , 19
244 , 4
245 , 13
246 , 1
247 , 11
248 , 1
249 , 1
250 , 8
251 , 0
252 , 3
253 , 0
254 , 6
255 , 17
256 , 8
257 , 14
258 , 1
259 , 6
260 , 6
261 , 1
262 , 6
263 , 0
264 , 8
265 , 4
266 , 4
267 , 0
268 , 13
269 , 1
270 , 4
271 , 8
272 , 16
273 , 3
274 , 7
275 , 4
276 , 12
277 , 8
278 , 6
279 , 7
280 , 0
281 , 0
282 , 1
283 , 12
284 , 7
285 , 14
286 , 5
287 , 7
288 , 5
289 , 3
290 , 5
291 , 5
292 , 10
293 , 1
294 , 2
295 , 3
296 , 12
297 , 11
298 , 3
299 , 12
300 , 6
301 , 6
302 , 1
303 , 5
304 , 19
305 , 8
306 , 0
307 , 2
308 , 5
309 , 9
310 , 13
311 , 4
312 , 2
313 , 0
314 , 10
315 , 4
316 , 3
317 , 6
318 , 1
319 , 0
320 , 0
321 , 0
322 , 8
323 , 2
324 , 3
325 , 2
